customer_id,customer_name,email,signup_date,segment,province
C002509,Customer_2509,customer_2509@example.com,2022-01-13,Returning,ON
C003142,Customer_3142,customer_3142@example.com,2022-01-13,New,NS
C002915,Customer_2915,customer_2915@example.com,2022-01-13,High Value,NB
C001340,Customer_1340,customer_1340@example.com,2022-01-14,Returning,QC
C003485,Customer_3485,customer_3485@example.com,2022-01-14,Returning,QC
C009325,Customer_9325,customer_9325@example.com,2022-01-14,Returning,PE
C009840,Customer_9840,customer_9840@example.com,2022-01-14,New,PE
C001688,Customer_1688,customer_1688@example.com,2022-01-14,High Value,ON
C000144,Customer_144,,2022-01-15,High Value,NL
C002076,Customer_2076,customer_2076@example.com,2022-01-15,Returning,QC
C003766,Customer_3766,customer_3766@example.com,2022-01-15,Returning,NS
C008017,Customer_8017,customer_8017@example.com,2022-01-15,Returning,SK
C009332,Customer_9332,customer_9332@example.com,2022-01-15,Returning,QC
C001875,Customer_1875,customer_1875@example.com,2022-01-15,New,BC
C002564,Customer_2564,customer_2564@example.com,2022-01-16,Returning,NL
C000962,Customer_962,customer_962@example.com,2022-01-16,New,ON
C009355,Customer_9355,customer_9355@example.com,2022-01-16,High Value,MB
C009614,Customer_9614,customer_9614@example.com,2022-01-16,New,BC
C003618,Customer_3618,customer_3618@example.com,2022-01-16,Returning,NS
C003479,Customer_3479,customer_3479@example.com,2022-01-17,New,NL
C001762,Customer_1762,customer_1762@example.com,2022-01-17,Returning,ON
C003547,Customer_3547,customer_3547@example.com,2022-01-17,Returning,SK
C005315,Customer_5315,customer_5315@example.com,2022-01-17,Returning,MB
C000163,Customer_163,customer_163@example.com,2022-01-17,New,SK
C005773,Customer_5773,customer_5773@example.com,2022-01-17,Returning,MB
C001835,Customer_1835,customer_1835@example.com,2022-01-18,Returning,QC
C002192,Customer_2192,customer_2192@example.com,2022-01-18,New,QC
C003653,Customer_3653,customer_3653@example.com,2022-01-18,High Value,SK
C003260,Customer_3260,customer_3260@example.com,2022-01-18,Returning,ON
C006134,Customer_6134,customer_6134@example.com,2022-01-18,High Value,BC
C008313,Customer_8313,customer_8313@example.com,2022-01-19,New,NB
C005734,Customer_5734,customer_5734@example.com,2022-01-19,High Value,AB
C007435,Customer_7435,customer_7435@example.com,2022-01-19,Returning,SK
C000373,Customer_373,customer_373@example.com,2022-01-19,New,MB
C000065,Customer_65,customer_65@example.com,2022-01-20,High Value,NB
C009650,Customer_9650,customer_9650@example.com,2022-01-20,Returning,AB
C000960,Customer_960,customer_960@example.com,2022-01-21,New,QC
C009014,Customer_9014,customer_9014@example.com,2022-01-21,High Value,NS
C005707,Customer_5707,customer_5707@example.com,2022-01-21,High Value,NB
C002357,Customer_2357,customer_2357@example.com,2022-01-21,Returning,ON
C003272,Customer_3272,customer_3272@example.com,2022-01-22,New,MB
C008383,Customer_8383,customer_8383@example.com,2022-01-22,New,PE
C006813,Customer_6813,customer_6813@example.com,2022-01-22,High Value,PE
C009952,Customer_9952,customer_9952@example.com,2022-01-22,Returning,QC
C003416,Customer_3416,customer_3416@example.com,2022-01-22,High Value,MB
C003698,Customer_3698,customer_3698@example.com,2022-01-22,New,BC
C007752,Customer_7752,customer_7752@example.com,2022-01-22,New,SK
C004877,Customer_4877,customer_4877@example.com,2022-01-23,High Value,MB
C000496,Customer_496,customer_496@example.com,2022-01-23,New,AB
C003765,Customer_3765,customer_3765@example.com,2022-01-23,New,NB
C008007,Customer_8007,customer_8007@example.com,2022-01-24,Returning,NL
C004045,Customer_4045,customer_4045@example.com,2022-01-24,New,MB
C001719,Customer_1719,customer_1719@example.com,2022-01-24,Returning,QC
C001888,Customer_1888,customer_1888@example.com,2022-01-25,New,NB
C009044,Customer_9044,customer_9044@example.com,2022-01-25,High Value,PE
C009656,Customer_9656,customer_9656@example.com,2022-01-25,New,BC
C004147,Customer_4147,,2022-01-25,New,MB
C006505,Customer_6505,customer_6505@example.com,2022-01-25,High Value,BC
C007666,Customer_7666,customer_7666@example.com,2022-01-25,Returning,NL
C009085,Customer_9085,customer_9085@example.com,2022-01-25,Returning,AB
C004030,Customer_4030,customer_4030@example.com,2022-01-26,New,NL
C003555,Customer_3555,customer_3555@example.com,2022-01-26,Returning,PE
C003285,Customer_3285,customer_3285@example.com,2022-01-26,New,AB
C005729,Customer_5729,customer_5729@example.com,2022-01-27,Returning,NB
C002749,Customer_2749,customer_2749@example.com,2022-01-27,New,MB
C008924,Customer_8924,customer_8924@example.com,2022-01-27,High Value,NL
C005730,Customer_5730,,2022-01-27,High Value,PE
C006051,Customer_6051,customer_6051@example.com,2022-01-27,New,ON
C001309,Customer_1309,customer_1309@example.com,2022-01-27,New,PE
C001485,Customer_1485,customer_1485@example.com,2022-01-27,High Value,NS
C001635,Customer_1635,customer_1635@example.com,2022-01-27,Returning,QC
C003989,Customer_3989,customer_3989@example.com,2022-01-28,New,NL
C002608,Customer_1191,customer_1191@example.com,2022-01-28,High Value,NB
C008045,Customer_8045,customer_8045@example.com,2022-01-29,High Value,QC
C007268,Customer_7268,customer_7268@example.com,2022-01-29,New,ON
C003461,Customer_3461,customer_3461@example.com,2022-01-30,High Value,PE
C000572,Customer_572,customer_572@example.com,2022-01-30,New,BC
C006412,Customer_6412,customer_6412@example.com,2022-01-30,New,QC
C006999,Customer_6999,customer_6999@example.com,2022-01-30,High Value,AB
C006555,Customer_6555,customer_6555@example.com,2022-01-30,Returning,AB
C001480,Customer_1480,customer_1480@example.com,2022-01-30,New,MB
C002290,Customer_2290,customer_2290@example.com,2022-01-30,New,NB
C007316,Customer_7316,customer_7316@example.com,2022-01-31,New,ON
C000624,Customer_624,customer_624@example.com,2022-01-31,Returning,NL
C003924,Customer_3924,customer_3924@example.com,2022-01-31,New,NS
C000425,Customer_425,customer_425@example.com,2022-01-31,High Value,NL
C001225,Customer_1225,customer_1225@example.com,2022-01-31,Returning,BC
C007643,Customer_7643,customer_7643@example.com,2022-01-31,New,QC
C004826,Customer_4826,customer_4826@example.com,2022-01-31,New,ON
C004342,Customer_4342,,2022-02-01,New,NS
C002698,Customer_2698,customer_2698@example.com,2022-02-01,High Value,PE
C001079,Customer_1079,customer_1079@example.com,2022-02-01,New,NL
C009441,Customer_9441,customer_9441@example.com,2022-02-02,New,PE
C005892,Customer_5892,customer_5892@example.com,2022-02-02,New,NL
C004251,Customer_4251,customer_4251@example.com,2022-02-02,New,BC
C000972,Customer_972,customer_972@example.com,2022-02-02,New,NL
C000165,Customer_165,customer_165@example.com,2022-02-02,Returning,PE
C002420,Customer_2420,customer_2420@example.com,2022-02-03,New,ON
C005627,Customer_5627,customer_5627@example.com,2022-02-03,New,NS
C009372,Customer_7760,customer_7760@example.com,2022-02-03,Returning,MB
C009075,Customer_9075,customer_9075@example.com,2022-02-03,Returning,BC
C004736,Customer_4736,customer_4736@example.com,2022-02-03,Returning,ON
C007567,Customer_7567,customer_7567@example.com,2022-02-03,Returning,NB
C000464,Customer_464,,2022-02-04,Returning,NL
C002070,Customer_2070,customer_2070@example.com,2022-02-04,Returning,AB
C005024,Customer_5024,customer_5024@example.com,2022-02-05,High Value,AB
C008146,Customer_8146,customer_8146@example.com,2022-02-05,New,PE
C007332,Customer_7332,customer_7332@example.com,2022-02-05,Returning,SK
C004562,Customer_4562,customer_4562@example.com,2022-02-06,New,ON
C003209,Customer_3209,customer_3209@example.com,2022-02-06,Returning,NL
C005800,Customer_5800,,2022-02-06,High Value,MB
C001185,Customer_1185,customer_1185@example.com,2022-02-06,New,NB
C005304,Customer_5304,customer_5304@example.com,2022-02-06,Returning,NB
C004659,Customer_4659,customer_4659@example.com,2022-02-06,High Value,AB
C001374,Customer_1374,customer_1374@example.com,2022-02-06,Returning,PE
C006789,Customer_9435,customer_9435@example.com,2022-02-07,New,MB
C006576,Customer_6576,customer_6576@example.com,2022-02-07,New,NL
C008491,Customer_8491,customer_8491@example.com,2022-02-07,New,AB
C004068,Customer_4068,customer_4068@example.com,2022-02-08,Returning,SK
C007779,Customer_7779,,2022-02-08,Returning,MB
C007405,Customer_7405,customer_7405@example.com,2022-02-08,High Value,NL
C009377,Customer_9377,customer_9377@example.com,2022-02-08,New,NL
C007155,Customer_7155,customer_7155@example.com,2022-02-09,Returning,PE
C002962,Customer_2962,customer_2962@example.com,2022-02-09,New,NL
C008249,Customer_8249,customer_8249@example.com,2022-02-10,High Value,NB
C002476,Customer_2476,customer_2476@example.com,2022-02-10,Returning,MB
C005439,Customer_5439,customer_5439@example.com,2022-02-10,High Value,PE
C005252,Customer_5252,customer_5252@example.com,2022-02-10,High Value,NB
C002925,Customer_2925,customer_2925@example.com,2022-02-11,High Value,NL
C007933,Customer_7933,customer_7933@example.com,2022-02-11,Returning,PE
C002224,Customer_2224,customer_2224@example.com,2022-02-11,New,SK
C008534,Customer_8534,customer_8534@example.com,2022-02-11,High Value,PE
C001652,Customer_4130,customer_4130@example.com,2022-02-12,Returning,NL
C007433,Customer_2341,customer_2341@example.com,2022-02-12,Returning,PE
C008959,Customer_8959,customer_8959@example.com,2022-02-12,Returning,NL
C007392,Customer_7392,customer_7392@example.com,2022-02-12,Returning,NL
C007702,Customer_7702,customer_7702@example.com,2022-02-13,Returning,AB
C006752,Customer_6752,customer_6752@example.com,2022-02-13,New,SK
C008047,Customer_8047,customer_8047@example.com,2022-02-13,Returning,SK
C003771,Customer_3771,customer_3771@example.com,2022-02-13,New,NL
C001059,Customer_1059,customer_1059@example.com,2022-02-14,High Value,MB
C001333,Customer_1333,customer_1333@example.com,2022-02-14,Returning,AB
C009385,Customer_9385,customer_9385@example.com,2022-02-14,New,ON
C008119,Customer_8119,customer_8119@example.com,2022-02-14,Returning,NL
C007531,Customer_7531,customer_7531@example.com,2022-02-15,New,ON
C003008,Customer_3008,customer_3008@example.com,2022-02-15,High Value,NB
C004328,Customer_4328,customer_4328@example.com,2022-02-15,New,ON
C001841,Customer_1841,customer_1841@example.com,2022-02-15,Returning,QC
C002694,Customer_2694,customer_2694@example.com,2022-02-15,New,MB
C009175,Customer_9175,customer_9175@example.com,2022-02-15,New,BC
C009684,Customer_9684,customer_9684@example.com,2022-02-15,Returning,PE
C007902,Customer_7902,customer_7902@example.com,2022-02-15,Returning,NL
C000500,Customer_500,,2022-02-16,New,BC
C009497,Customer_8753,customer_8753@example.com,2022-02-16,High Value,ON
C003669,Customer_3669,customer_3669@example.com,2022-02-16,Returning,SK
C007366,Customer_7366,customer_7366@example.com,2022-02-16,High Value,ON
C004035,Customer_4035,customer_4035@example.com,2022-02-16,Returning,PE
C008291,Customer_8291,customer_8291@example.com,2022-02-17,Returning,QC
C004710,Customer_4710,customer_4710@example.com,2022-02-17,Returning,NS
C006262,Customer_6262,customer_6262@example.com,2022-02-18,High Value,SK
C005807,Customer_5807,customer_5807@example.com,2022-02-19,New,SK
C006859,Customer_6859,customer_6859@example.com,2022-02-20,Returning,QC
C009697,Customer_9697,customer_9697@example.com,2022-02-20,New,AB
C007119,Customer_7119,customer_7119@example.com,2022-02-20,New,AB
C002990,Customer_2990,customer_2990@example.com,2022-02-20,High Value,BC
C000954,Customer_954,customer_954@example.com,2022-02-20,New,QC
C004743,Customer_4743,customer_4743@example.com,2022-02-20,Returning,AB
C007634,Customer_7634,customer_7634@example.com,2022-02-20,Returning,NB
C001687,Customer_1687,customer_1687@example.com,2022-02-20,High Value,AB
C009630,Customer_9630,customer_9630@example.com,2022-02-20,Returning,NB
C005272,Customer_5272,customer_5272@example.com,2022-02-21,High Value,NS
C005449,Customer_5449,customer_5449@example.com,2022-02-21,New,BC
C000790,Customer_4670,customer_4670@example.com,2022-02-21,High Value,ON
C009688,Customer_9688,customer_9688@example.com,2022-02-22,Returning,SK
C000547,Customer_547,,2022-02-22,High Value,BC
C007015,Customer_7015,customer_7015@example.com,2022-02-22,New,AB
C002760,Customer_2760,customer_2760@example.com,2022-02-22,Returning,QC
C007801,Customer_7801,customer_7801@example.com,2022-02-22,High Value,QC
C009389,Customer_9389,customer_9389@example.com,2022-02-23,New,MB
C007400,Customer_7400,customer_7400@example.com,2022-02-24,Returning,MB
C003218,Customer_3218,customer_3218@example.com,2022-02-24,Returning,ON
C007299,Customer_7299,customer_7299@example.com,2022-02-24,New,ON
C007630,Customer_7630,,2022-02-25,Returning,SK
C001153,Customer_1153,customer_1153@example.com,2022-02-25,New,SK
C009554,Customer_9554,customer_9554@example.com,2022-02-25,High Value,QC
C007840,Customer_7840,customer_7840@example.com,2022-02-25,High Value,MB
C005704,Customer_5704,customer_5704@example.com,2022-02-26,Returning,NS
C007448,Customer_7448,customer_7448@example.com,2022-02-26,Returning,NL
C004616,Customer_4616,customer_4616@example.com,2022-02-26,Returning,PE
C000994,Customer_994,customer_994@example.com,2022-02-26,High Value,NB
C000795,Customer_795,customer_795@example.com,2022-02-26,Returning,QC
C002762,Customer_2762,customer_2762@example.com,2022-02-26,High Value,PE
C009034,Customer_9034,customer_9034@example.com,2022-02-26,Returning,ON
C002566,Customer_2566,customer_2566@example.com,2022-02-26,High Value,QC
C003676,Customer_3676,customer_3676@example.com,2022-02-27,Returning,MB
C007938,Customer_7938,customer_7938@example.com,2022-02-27,New,SK
C008740,Customer_8740,customer_8740@example.com,2022-02-27,Returning,NS
C005716,Customer_5716,customer_5716@example.com,2022-02-27,New,NS
C000473,Customer_473,customer_473@example.com,2022-02-27,High Value,NS
C000238,Customer_238,,2022-02-28,New,MB
C003220,Customer_3220,customer_3220@example.com,2022-02-28,High Value,NL
C009913,Customer_9913,customer_9913@example.com,2022-02-28,Returning,SK
C006952,Customer_6952,customer_6952@example.com,2022-02-28,Returning,AB
C004413,Customer_9605,customer_9605@example.com,2022-02-28,High Value,AB
C000005,Customer_5,customer_5@example.com,2022-03-01,New,BC
C005684,Customer_5684,customer_5684@example.com,2022-03-01,High Value,MB
C003325,Customer_3325,customer_3325@example.com,2022-03-02,High Value,AB
C002717,Customer_2717,customer_2717@example.com,2022-03-02,Returning,QC
C000621,Customer_621,customer_621@example.com,2022-03-02,Returning,QC
C000407,Customer_407,customer_407@example.com,2022-03-02,New,NS
C005747,Customer_5747,customer_5747@example.com,2022-03-02,Returning,NS
C006580,Customer_6580,customer_6580@example.com,2022-03-02,Returning,NL
C009742,Customer_9742,customer_9742@example.com,2022-03-02,Returning,QC
C006644,Customer_6644,customer_6644@example.com,2022-03-03,Returning,SK
C001100,Customer_1100,customer_1100@example.com,2022-03-03,New,NB
C000435,Customer_435,customer_435@example.com,2022-03-03,Returning,AB
C009287,Customer_9287,customer_9287@example.com,2022-03-03,Returning,BC
C005051,Customer_5051,customer_5051@example.com,2022-03-03,New,NS
C007973,Customer_7973,customer_7973@example.com,2022-03-04,High Value,ON
C002934,Customer_2934,customer_2934@example.com,2022-03-04,New,NS
C001924,Customer_1924,customer_1924@example.com,2022-03-04,Returning,SK
C005638,Customer_5638,,2022-03-04,High Value,MB
C000155,Customer_155,customer_155@example.com,2022-03-04,New,NS
C008525,Customer_8525,customer_8525@example.com,2022-03-04,New,NL
C007528,Customer_91,customer_91@example.com,2022-03-05,Returning,BC
C003619,Customer_3619,customer_3619@example.com,2022-03-05,New,AB
C002999,Customer_2999,customer_2999@example.com,2022-03-05,New,MB
C000354,Customer_354,customer_354@example.com,2022-03-05,Returning,AB
C006833,Customer_6833,customer_6833@example.com,2022-03-05,Returning,AB
C008298,Customer_8298,customer_8298@example.com,2022-03-05,New,QC
C008155,Customer_8155,customer_8155@example.com,2022-03-06,High Value,MB
C009427,Customer_9427,customer_9427@example.com,2022-03-06,New,AB
C008053,Customer_8053,customer_8053@example.com,2022-03-06,New,NL
C006039,Customer_6039,customer_6039@example.com,2022-03-06,Returning,NL
C003893,Customer_3893,customer_3893@example.com,2022-03-07,Returning,NS
C009618,Customer_9618,customer_9618@example.com,2022-03-07,Returning,BC
C006886,Customer_4610,customer_4610@example.com,2022-03-07,New,NL
C002318,Customer_2318,customer_2318@example.com,2022-03-07,High Value,PE
C007679,Customer_7679,customer_7679@example.com,2022-03-07,New,NB
C000140,Customer_140,customer_140@example.com,2022-03-08,High Value,MB
C001039,Customer_1039,customer_1039@example.com,2022-03-08,New,SK
C005084,Customer_5084,customer_5084@example.com,2022-03-08,High Value,BC
C004765,Customer_4765,customer_4765@example.com,2022-03-08,Returning,NL
C009602,Customer_9602,customer_9602@example.com,2022-03-08,High Value,SK
C008187,Customer_8187,customer_8187@example.com,2022-03-08,New,MB
C002954,Customer_2954,customer_2954@example.com,2022-03-08,New,NL
C007716,Customer_7716,customer_7716@example.com,2022-03-09,New,PE
C000082,Customer_82,customer_82@example.com,2022-03-09,Returning,MB
C005803,Customer_5803,customer_5803@example.com,2022-03-09,Returning,PE
C004878,Customer_4878,customer_4878@example.com,2022-03-09,High Value,BC
C009149,Customer_9149,customer_9149@example.com,2022-03-09,Returning,PE
C008153,Customer_8153,customer_8153@example.com,2022-03-09,New,NS
C002916,Customer_2916,customer_2916@example.com,2022-03-10,High Value,NL
C000756,Customer_756,customer_756@example.com,2022-03-10,Returning,ON
C009329,Customer_9329,customer_9329@example.com,2022-03-10,High Value,MB
C002841,Customer_2841,customer_2841@example.com,2022-03-10,High Value,MB
C008306,Customer_8306,customer_8306@example.com,2022-03-10,New,BC
C001992,Customer_1992,customer_1992@example.com,2022-03-10,New,SK
C001418,Customer_1418,customer_1418@example.com,2022-03-11,New,QC
C009530,Customer_9530,customer_9530@example.com,2022-03-11,New,MB
C007200,Customer_7200,customer_7200@example.com,2022-03-11,Returning,QC
C008792,Customer_8792,customer_8792@example.com,2022-03-12,High Value,NB
C003104,Customer_3104,customer_3104@example.com,2022-03-12,Returning,NS
C008737,Customer_8737,customer_8737@example.com,2022-03-12,Returning,NL
C009683,Customer_9683,customer_9683@example.com,2022-03-12,High Value,NB
C000004,Customer_4,customer_4@example.com,2022-03-12,New,BC
C000298,Customer_298,customer_298@example.com,2022-03-12,New,QC
C003860,Customer_3860,customer_3860@example.com,2022-03-12,New,BC
C007418,Customer_7418,customer_7418@example.com,2022-03-12,New,NL
C006217,Customer_6217,customer_6217@example.com,2022-03-12,High Value,NS
C007289,Customer_7289,customer_7289@example.com,2022-03-12,High Value,BC
C006942,Customer_6942,customer_6942@example.com,2022-03-13,Returning,MB
C003081,Customer_3081,customer_3081@example.com,2022-03-13,New,NL
C006778,Customer_6778,customer_6778@example.com,2022-03-13,New,NL
C000121,Customer_121,customer_121@example.com,2022-03-13,Returning,QC
C002565,Customer_2565,customer_2565@example.com,2022-03-13,New,QC
C008205,Customer_8205,customer_8205@example.com,2022-03-13,Returning,MB
C001220,Customer_1220,customer_1220@example.com,2022-03-14,Returning,SK
C008201,Customer_8201,,2022-03-14,High Value,ON
C007672,Customer_7672,customer_7672@example.com,2022-03-14,High Value,NB
C009429,Customer_9429,customer_9429@example.com,2022-03-14,New,AB
C007209,Customer_7209,customer_7209@example.com,2022-03-14,New,AB
C003551,Customer_3551,customer_3551@example.com,2022-03-14,Returning,ON
C006805,Customer_6805,customer_6805@example.com,2022-03-14,Returning,ON
C003744,Customer_3744,customer_3744@example.com,2022-03-14,Returning,NS
C006877,Customer_6877,customer_6877@example.com,2022-03-15,Returning,ON
C003356,Customer_3356,customer_3356@example.com,2022-03-16,Returning,QC
C007233,Customer_7233,customer_7233@example.com,2022-03-16,New,QC
C007480,Customer_7480,customer_7480@example.com,2022-03-16,Returning,ON
C008101,Customer_8101,customer_8101@example.com,2022-03-16,New,PE
C007964,Customer_7964,customer_7964@example.com,2022-03-16,Returning,SK
C000285,Customer_285,customer_285@example.com,2022-03-16,New,NS
C003125,Customer_3125,customer_3125@example.com,2022-03-16,High Value,SK
C008795,Customer_8795,customer_8795@example.com,2022-03-17,New,ON
C006124,Customer_6124,customer_6124@example.com,2022-03-17,New,ON
C008082,Customer_8082,customer_8082@example.com,2022-03-18,Returning,SK
C009786,Customer_9786,customer_9786@example.com,2022-03-18,Returning,NL
C006962,Customer_6962,customer_6962@example.com,2022-03-18,New,NS
C004416,Customer_4416,customer_4416@example.com,2022-03-19,Returning,ON
C003489,Customer_3489,customer_3489@example.com,2022-03-19,Returning,NB
C005974,Customer_935,customer_935@example.com,2022-03-19,New,AB
C009738,Customer_9738,customer_9738@example.com,2022-03-19,Returning,PE
C002157,Customer_2157,customer_2157@example.com,2022-03-19,High Value,AB
C002521,Customer_2521,customer_2521@example.com,2022-03-19,New,AB
C006875,Customer_6875,,2022-03-20,Returning,NL
C000030,Customer_30,customer_30@example.com,2022-03-20,New,MB
C000855,Customer_7709,customer_7709@example.com,2022-03-20,New,NB
C002146,Customer_2146,customer_2146@example.com,2022-03-21,Returning,MB
C008633,Customer_8633,customer_8633@example.com,2022-03-21,High Value,NB
C001293,Customer_1293,customer_1293@example.com,2022-03-21,High Value,NB
C004529,Customer_4529,customer_4529@example.com,2022-03-21,High Value,MB
C005629,Customer_5629,customer_5629@example.com,2022-03-21,High Value,NS
C009404,Customer_9404,customer_9404@example.com,2022-03-22,Returning,NS
C001729,Customer_1729,customer_1729@example.com,2022-03-22,Returning,PE
C005095,Customer_5095,customer_5095@example.com,2022-03-22,High Value,BC
C008631,Customer_8631,,2022-03-22,New,QC
C001263,Customer_1263,customer_1263@example.com,2022-03-22,New,SK
C008594,Customer_8594,customer_8594@example.com,2022-03-23,New,AB
C002802,Customer_2802,customer_2802@example.com,2022-03-23,High Value,NL
C006087,Customer_6087,customer_6087@example.com,2022-03-23,Returning,QC
C000689,Customer_689,customer_689@example.com,2022-03-23,Returning,PE
C000047,Customer_47,customer_47@example.com,2022-03-24,New,AB
C007181,Customer_7181,customer_7181@example.com,2022-03-24,New,QC
C003601,Customer_3601,customer_3601@example.com,2022-03-24,Returning,PE
C007148,Customer_7148,customer_7148@example.com,2022-03-24,Returning,NS
C005172,Customer_5172,customer_5172@example.com,2022-03-24,New,PE
C005534,Customer_5534,customer_5534@example.com,2022-03-24,Returning,QC
C004465,Customer_4465,customer_4465@example.com,2022-03-24,High Value,AB
C000186,Customer_186,customer_186@example.com,2022-03-25,High Value,AB
C004545,Customer_4545,customer_4545@example.com,2022-03-25,Returning,MB
C006132,Customer_6132,,2022-03-25,New,NB
C003780,Customer_3780,customer_3780@example.com,2022-03-25,New,NB
C006605,Customer_6605,customer_6605@example.com,2022-03-25,New,AB
C009001,Customer_9001,customer_9001@example.com,2022-03-25,Returning,NS
C002860,Customer_2860,customer_2860@example.com,2022-03-25,Returning,ON
C003616,Customer_3616,customer_3616@example.com,2022-03-26,Returning,ON
C009238,Customer_9238,,2022-03-26,Returning,AB
C000923,Customer_923,customer_923@example.com,2022-03-26,Returning,BC
C009595,Customer_9595,customer_9595@example.com,2022-03-26,New,BC
C000869,Customer_869,customer_869@example.com,2022-03-26,New,NS
C009514,Customer_9548,customer_9548@example.com,2022-03-26,New,NS
C007087,Customer_7087,customer_7087@example.com,2022-03-26,Returning,PE
C000219,Customer_219,customer_219@example.com,2022-03-27,New,PE
C006088,Customer_6088,customer_6088@example.com,2022-03-27,Returning,AB
C004812,Customer_267,customer_267@example.com,2022-03-27,New,NB
C009264,Customer_9264,customer_9264@example.com,2022-03-27,New,PE
C001643,Customer_1643,customer_1643@example.com,2022-03-27,New,SK
C005344,Customer_5344,customer_5344@example.com,2022-03-27,High Value,MB
C008961,Customer_8961,customer_8961@example.com,2022-03-29,High Value,NS
C004144,Customer_4144,customer_4144@example.com,2022-03-29,Returning,AB
C001184,Customer_1184,customer_1184@example.com,2022-03-29,Returning,ON
C003080,Customer_3080,customer_3080@example.com,2022-03-29,High Value,BC
C004322,Customer_4322,customer_4322@example.com,2022-03-29,New,NB
C007465,Customer_7465,customer_7465@example.com,2022-03-29,High Value,BC
C006867,Customer_6867,customer_6867@example.com,2022-03-29,New,SK
C003747,Customer_3747,customer_3747@example.com,2022-03-30,Returning,MB
C008127,Customer_8127,customer_8127@example.com,2022-03-30,Returning,PE
C006027,Customer_6027,customer_6027@example.com,2022-03-30,New,ON
C002382,Customer_2382,customer_2382@example.com,2022-03-30,New,AB
C008108,Customer_8108,customer_8108@example.com,2022-03-30,New,NS
C007873,Customer_7873,customer_7873@example.com,2022-03-30,New,PE
C009343,Customer_9343,customer_9343@example.com,2022-03-30,Returning,PE
C006473,Customer_6473,,2022-03-30,New,MB
C000883,Customer_883,,2022-03-30,Returning,PE
C001319,Customer_1319,,2022-03-30,Returning,SK
C008418,Customer_8418,customer_8418@example.com,2022-03-30,New,QC
C008426,Customer_8426,customer_8426@example.com,2022-03-31,New,PE
C004227,Customer_4227,customer_4227@example.com,2022-03-31,High Value,SK
C003500,Customer_3500,customer_3500@example.com,2022-03-31,New,SK
C001473,Customer_1473,customer_1473@example.com,2022-03-31,High Value,NB
C000214,Customer_214,customer_214@example.com,2022-03-31,High Value,MB
C009643,Customer_9643,customer_9643@example.com,2022-03-31,Returning,SK
C001057,Customer_1057,customer_1057@example.com,2022-03-31,New,QC
C001373,Customer_1373,,2022-04-01,High Value,PE
C001331,Customer_1331,customer_1331@example.com,2022-04-01,Returning,MB
C003666,Customer_3666,customer_3666@example.com,2022-04-02,Returning,BC
C000031,Customer_31,customer_31@example.com,2022-04-02,New,PE
C006669,Customer_6669,,2022-04-02,Returning,MB
C002217,Customer_2217,customer_2217@example.com,2022-04-02,Returning,SK
C002435,Customer_2435,customer_2435@example.com,2022-04-02,New,NB
C000020,Customer_20,customer_20@example.com,2022-04-02,Returning,MB
C008160,Customer_8160,,2022-04-02,New,QC
C005664,Customer_5664,customer_5664@example.com,2022-04-03,Returning,BC
C007246,Customer_7246,customer_7246@example.com,2022-04-03,Returning,ON
C008318,Customer_8318,customer_8318@example.com,2022-04-03,New,BC
C006691,Customer_6691,customer_6691@example.com,2022-04-03,New,NS
C005607,Customer_5607,customer_5607@example.com,2022-04-03,New,SK
C002578,Customer_2578,customer_2578@example.com,2022-04-03,New,ON
C005178,Customer_5178,,2022-04-03,Returning,SK
C006922,Customer_6922,customer_6922@example.com,2022-04-03,Returning,AB
C003981,Customer_3981,,2022-04-03,Returning,QC
C009319,Customer_9319,customer_9319@example.com,2022-04-03,Returning,QC
C006230,Customer_6230,customer_6230@example.com,2022-04-04,Returning,AB
C001919,Customer_1919,customer_1919@example.com,2022-04-04,New,MB
C003143,Customer_3143,customer_3143@example.com,2022-04-04,New,SK
C009305,Customer_9305,customer_9305@example.com,2022-04-05,High Value,NB
C004047,Customer_4047,customer_4047@example.com,2022-04-05,New,QC
C002645,Customer_2645,customer_2645@example.com,2022-04-05,Returning,AB
C003817,Customer_3817,customer_3817@example.com,2022-04-05,High Value,PE
C002047,Customer_2047,customer_2047@example.com,2022-04-06,New,AB
C008036,Customer_8036,customer_8036@example.com,2022-04-06,Returning,QC
C002243,Customer_2243,customer_2243@example.com,2022-04-06,Returning,NS
C004444,Customer_4444,customer_4444@example.com,2022-04-06,New,QC
C004106,Customer_4106,customer_4106@example.com,2022-04-06,Returning,NS
C005310,Customer_5310,customer_5310@example.com,2022-04-06,New,AB
C003587,Customer_3587,customer_3587@example.com,2022-04-06,New,NB
C001368,Customer_1368,customer_1368@example.com,2022-04-07,New,NL
C007613,Customer_7613,customer_7613@example.com,2022-04-07,New,PE
C007996,Customer_7996,customer_7996@example.com,2022-04-07,New,MB
C009376,Customer_9376,customer_9376@example.com,2022-04-07,Returning,MB
C009981,Customer_9981,customer_9981@example.com,2022-04-08,New,BC
C003397,Customer_3397,customer_3397@example.com,2022-04-08,Returning,NB
C005579,Customer_5579,customer_5579@example.com,2022-04-08,New,BC
C000506,Customer_506,customer_506@example.com,2022-04-08,New,NL
C006176,Customer_6176,customer_6176@example.com,2022-04-08,Returning,NL
C009201,Customer_9201,customer_9201@example.com,2022-04-09,Returning,NL
C002391,Customer_2391,customer_2391@example.com,2022-04-09,New,NB
